Customer_ID,Age,Salary,Experience,Credit_Score,Product_Interest,Purchase_Frequency,Customer_Rating,Purchased
CUST06882,58,125619,19,584,Healthcare,40,5,0
CUST06883,27,85037,21,654,Clothing,40,5,0
CUST06884,27,129969,28,824,Healthcare,4,1,1
CUST06885,24,141115,15,346,Electronics,20,5,0
CUST06886,65,88914,22,827,Electronics,5,3,1
CUST06887,67,187381,29,406,Furniture,15,4,1
CUST06888,55,137255,29,302,Clothing,15,4,0
CUST06889,44,40349,2,394,Electronics,23,3,0
CUST06890,69,195625,23,432,Furniture,45,4,1
CUST06891,50,58525,36,500,Electronics,18,4,0
CUST06892,18,35948,12,553,Furniture,18,4,1
CUST06893,61,44498,31,482,Healthcare,47,2,1
CUST06894,51,180063,36,449,Furniture,36,3,0
CUST06895,21,89790,11,848,Healthcare,32,5,0
CUST06896,34,168732,7,789,Automobile,4,1,0
CUST06897,21,56245,23,804,Electronics,8,3,0
CUST06898,60,161310,15,712,Automobile,20,3,0
CUST06899,43,180992,31,807,Clothing,6,2,0
CUST06900,21,76659,33,703,Automobile,41,2,0
CUST06901,18,155983,34,535,Furniture,24,4,0
CUST06902,24,104874,31,844,Furniture,46,2,0
CUST06903,47,72517,16,841,Clothing,20,5,0
CUST06904,67,156618,1,733,Clothing,43,5,0
CUST06905,26,105885,25,845,Electronics,12,4,0
CUST06906,52,76350,16,507,Furniture,49,2,1
CUST06907,25,107179,37,439,Clothing,20,4,1
CUST06908,41,189346,1,606,Automobile,9,1,0
CUST06909,36,75013,7,397,Furniture,23,2,0
CUST06910,53,69913,5,424,Clothing,26,2,1
CUST06911,67,75819,8,648,Electronics,32,2,1
CUST06912,69,112168,0,433,Healthcare,25,2,1
CUST06913,60,122680,4,525,Furniture,35,5,0
CUST06914,44,124792,38,848,Furniture,16,4,0
CUST06915,49,184557,8,638,Furniture,20,5,0
CUST06916,31,163932,13,621,Furniture,44,4,0
CUST06917,35,79875,26,386,Healthcare,1,1,0
CUST06918,45,175991,8,394,Healthcare,14,2,0
CUST06919,46,103947,35,495,Electronics,43,3,1
CUST06920,33,39586,28,491,Furniture,1,5,0
CUST06921,52,81986,19,821,Clothing,6,3,0
CUST06922,64,119848,14,312,Automobile,35,1,0
CUST06923,48,53055,35,553,Furniture,45,3,0
CUST06924,21,195962,2,380,Healthcare,49,1,0
CUST06925,54,58807,22,672,Electronics,42,5,1
CUST06926,34,77177,8,693,Furniture,31,1,0
CUST06927,56,98625,29,717,Electronics,2,5,1
CUST06928,65,175314,18,358,Clothing,2,5,0
CUST06929,63,86317,37,427,Clothing,49,3,0
CUST06930,43,46433,2,840,Clothing,32,4,0
CUST06931,65,63282,2,632,Clothing,44,4,0
CUST06932,56,106519,33,581,Automobile,24,4,0
CUST06933,58,73578,1,506,Electronics,36,2,0
CUST06934,21,160843,26,571,Furniture,35,3,0
CUST06935,47,138333,22,608,Automobile,34,1,0
CUST06936,47,185205,31,702,Furniture,18,4,0
CUST06937,39,80317,34,474,Healthcare,44,3,0
CUST06938,28,157878,39,517,Automobile,47,2,0
CUST06939,19,138745,17,625,Automobile,18,3,0
CUST06940,61,159230,26,552,Healthcare,32,1,0
CUST06941,29,95950,10,753,Automobile,17,4,1
CUST06942,47,89612,38,488,Electronics,26,1,0
CUST06943,53,94873,18,742,Clothing,29,2,1
CUST06944,35,145792,24,429,Furniture,30,1,0
CUST06945,43,199451,6,784,Healthcare,38,2,0
CUST06946,24,154814,30,302,Clothing,2,1,1
CUST06947,18,45231,1,650,Automobile,21,2,0
CUST06948,43,117385,37,432,Electronics,9,3,0
CUST06949,40,71163,4,793,Automobile,7,3,0
CUST06950,43,151880,13,565,Healthcare,33,3,0
CUST06951,62,192748,17,323,Automobile,41,3,1
CUST06952,23,117592,35,833,Electronics,17,1,0
CUST06953,23,136564,3,302,Automobile,11,5,0
CUST06954,61,85535,23,726,Automobile,45,2,0
CUST06955,25,140952,12,303,Automobile,31,2,0
CUST06956,41,165824,20,802,Automobile,1,5,1
CUST06957,39,54507,32,531,Electronics,16,2,1
CUST06958,36,154225,19,371,Furniture,11,2,0
CUST06959,54,140282,4,387,Clothing,6,3,0
CUST06960,35,100559,23,827,Healthcare,14,2,0
CUST06961,48,30982,34,749,Furniture,1,2,0
CUST06962,54,159128,29,738,Electronics,26,4,0
CUST06963,47,177218,27,831,Healthcare,25,2,0
CUST06964,59,106737,6,734,Healthcare,24,5,1
CUST06965,50,112446,34,383,Automobile,11,2,0
CUST06966,27,118567,29,638,Clothing,16,5,1
CUST06967,54,53636,33,425,Clothing,0,2,1
CUST06968,29,112850,38,317,Electronics,30,5,0
CUST06969,47,188404,8,839,Furniture,39,2,1
CUST06970,44,113866,11,644,Automobile,4,2,0
CUST06971,56,92726,28,767,Clothing,27,4,0
CUST06972,26,110901,9,440,Automobile,27,4,0
CUST06973,38,171180,26,305,Furniture,7,2,0
CUST06974,29,98896,18,840,Healthcare,13,4,1
CUST06975,46,70880,12,364,Furniture,5,1,1
CUST06976,50,82077,36,355,Healthcare,17,1,1
CUST06977,60,33625,31,395,Furniture,36,3,0
CUST06978,32,68237,14,514,Automobile,9,3,0
CUST06979,19,31223,20,357,Furniture,46,1,0
CUST06980,69,95197,2,791,Clothing,34,3,1
CUST06981,56,104693,7,704,Clothing,34,2,1
CUST06982,61,141555,5,483,Electronics,16,2,0
CUST06983,35,67760,28,581,Clothing,45,3,0
CUST06984,20,140174,18,462,Clothing,26,1,0
CUST06985,24,157192,16,388,Healthcare,23,5,1
CUST06986,60,59024,9,396,Automobile,9,2,0
CUST06987,35,53202,32,387,Automobile,47,4,1
CUST06988,61,149414,12,817,Healthcare,16,5,0
CUST06989,55,81524,26,362,Clothing,44,4,1
CUST06990,54,197139,11,840,Furniture,32,2,0
CUST06991,50,170432,1,490,Healthcare,32,3,0
CUST06992,61,128228,9,577,Automobile,16,4,0
CUST06993,48,134755,20,838,Electronics,17,1,0
CUST06994,28,174013,22,384,Automobile,48,4,1
CUST06995,21,45993,0,634,Furniture,43,1,0
CUST06996,35,44620,32,740,Automobile,37,5,0
CUST06997,21,153271,25,471,Healthcare,6,5,0
CUST06998,66,50193,14,638,Electronics,48,3,0
CUST06999,51,81559,21,528,Automobile,25,1,0
CUST07000,46,51248,24,478,Healthcare,47,3,0
CUST07001,41,166099,0,546,Healthcare,0,4,1
CUST07002,39,93410,25,616,Healthcare,10,3,0
CUST07003,19,34260,20,585,Electronics,9,4,0
CUST07004,61,67596,23,375,Healthcare,30,5,0
CUST07005,23,39012,38,751,Electronics,24,3,0
CUST07006,59,55823,15,503,Furniture,0,5,0
CUST07007,42,103851,31,723,Furniture,42,4,0
CUST07008,38,77027,15,492,Furniture,2,1,0
CUST07009,33,113794,12,592,Healthcare,47,2,0
CUST07010,48,55099,31,712,Electronics,0,4,1
CUST07011,31,131427,23,738,Furniture,6,4,1
CUST07012,56,66992,12,600,Clothing,42,2,1
CUST07013,45,149942,10,559,Furniture,48,2,0
CUST07014,49,147886,14,491,Healthcare,13,5,0
CUST07015,45,172049,9,570,Clothing,22,4,0
CUST07016,68,195050,2,731,Automobile,47,4,0
CUST07017,66,39218,15,516,Clothing,16,3,0
CUST07018,26,51788,16,390,Automobile,13,2,0
CUST07019,62,50501,24,497,Clothing,8,1,1
CUST07020,39,133733,29,698,Electronics,20,4,1
CUST07021,49,45210,34,338,Clothing,44,3,0
CUST07022,22,158476,36,770,Furniture,1,1,0
CUST07023,40,104225,12,378,Automobile,31,5,0
CUST07024,22,93721,23,393,Automobile,7,3,0
CUST07025,59,169988,37,342,Furniture,35,1,1
CUST07026,49,61449,25,431,Electronics,25,4,0
CUST07027,27,119333,8,376,Clothing,36,3,0
CUST07028,56,50782,18,531,Electronics,14,2,0
CUST07029,32,50243,27,338,Furniture,33,1,1
CUST07030,24,59379,6,450,Clothing,20,4,1
CUST07031,46,67780,21,718,Furniture,22,3,1
CUST07032,64,191812,29,485,Automobile,8,1,0
CUST07033,20,144944,36,617,Automobile,39,5,0
CUST07034,36,49984,15,763,Automobile,25,5,0
CUST07035,27,30050,35,731,Healthcare,42,2,0
CUST07036,45,167662,4,434,Healthcare,21,3,0
CUST07037,46,70205,28,802,Automobile,12,3,1
CUST07038,32,45162,22,568,Healthcare,24,2,0
CUST07039,52,79746,5,736,Healthcare,6,3,1
CUST07040,23,174177,35,797,Furniture,26,5,1
CUST07041,29,198571,32,639,Clothing,14,5,1
CUST07042,64,197713,15,541,Automobile,11,2,0
CUST07043,55,41628,33,520,Healthcare,44,4,0
CUST07044,30,68516,25,660,Furniture,32,2,1
CUST07045,46,117157,36,489,Furniture,20,5,1
CUST07046,36,162548,12,712,Clothing,24,2,0
CUST07047,20,149558,16,628,Furniture,39,5,0
CUST07048,25,70800,31,521,Electronics,46,4,1
CUST07049,25,65788,31,391,Electronics,21,5,0
CUST07050,37,150754,27,739,Automobile,13,3,0
CUST07051,64,56240,28,405,Clothing,7,1,0
CUST07052,21,171994,24,544,Electronics,23,4,0
CUST07053,68,94198,21,604,Clothing,2,1,1
CUST07054,38,88739,26,396,Automobile,11,4,0
CUST07055,20,42089,37,776,Furniture,46,4,1
CUST07056,62,62600,19,565,Furniture,21,4,0
CUST07057,25,38167,23,402,Furniture,15,4,1
CUST07058,40,108352,7,553,Electronics,6,5,1
CUST07059,33,182236,13,754,Clothing,17,3,0
CUST07060,30,115965,38,812,Electronics,44,5,1
CUST07061,20,155540,13,792,Healthcare,22,5,0
CUST07062,65,61415,4,560,Clothing,25,3,1
CUST07063,26,101895,20,334,Automobile,37,4,0
CUST07064,31,109900,14,680,Electronics,1,3,0
CUST07065,30,124330,35,696,Furniture,1,1,0
CUST07066,24,88650,32,326,Furniture,21,3,0
CUST07067,32,30615,16,605,Furniture,37,5,0
CUST07068,24,107937,19,464,Electronics,41,4,0
CUST07069,55,71936,0,557,Electronics,27,5,0
CUST07070,51,190444,15,401,Furniture,16,1,0
CUST07071,58,137812,17,754,Furniture,47,4,0
CUST07072,39,97875,9,492,Furniture,17,2,0
CUST07073,41,111782,22,598,Healthcare,1,5,0
CUST07074,66,91700,17,320,Electronics,34,5,0
CUST07075,54,38109,8,344,Furniture,14,3,0
CUST07076,61,53758,29,779,Automobile,14,4,1
CUST07077,18,138592,12,795,Furniture,43,5,0
CUST07078,27,43317,30,522,Electronics,44,1,0
CUST07079,60,55622,12,598,Automobile,33,4,1
CUST07080,33,36800,31,780,Electronics,49,4,0
CUST07081,63,65539,16,323,Electronics,14,3,0
CUST07082,25,163672,2,637,Electronics,17,5,0
CUST07083,66,115163,0,383,Clothing,12,5,0
CUST07084,42,190441,4,359,Automobile,37,2,1
CUST07085,67,46689,31,587,Healthcare,7,2,0
CUST07086,29,111459,24,816,Healthcare,15,4,1
CUST07087,42,68469,4,453,Clothing,19,5,0
CUST07088,34,162030,36,580,Electronics,25,3,1
CUST07089,43,90012,22,733,Healthcare,34,5,1
CUST07090,63,90021,11,641,Automobile,16,3,0
CUST07091,65,54642,33,385,Furniture,25,2,0
CUST07092,31,109003,22,490,Automobile,17,1,0
CUST07093,58,153714,15,551,Electronics,43,5,0
CUST07094,53,30205,4,367,Automobile,6,2,0
CUST07095,40,122945,27,445,Electronics,43,1,1
CUST07096,60,42442,5,554,Automobile,34,1,0
CUST07097,23,121826,12,430,Clothing,11,2,1
CUST07098,64,166763,29,676,Automobile,46,2,0
CUST07099,22,68909,25,831,Healthcare,48,2,0
CUST07100,60,49504,16,498,Furniture,43,3,1
CUST07101,42,125698,8,520,Clothing,40,4,0
CUST07102,35,199870,15,709,Automobile,0,4,0
CUST07103,30,117087,17,470,Electronics,24,4,0
CUST07104,60,71716,12,444,Clothing,15,3,1
CUST07105,31,188516,28,787,Healthcare,14,2,0
CUST07106,45,185806,23,653,Furniture,10,4,1
CUST07107,35,64571,12,480,Furniture,36,3,0
CUST07108,45,176461,24,460,Automobile,38,3,1
CUST07109,68,123280,0,763,Healthcare,2,2,0
CUST07110,44,75038,8,359,Healthcare,44,1,0
CUST07111,49,102795,3,514,Furniture,44,3,0
CUST07112,64,75168,27,491,Furniture,41,5,1
CUST07113,26,97690,11,787,Healthcare,38,3,1
CUST07114,57,144053,23,524,Furniture,19,1,0
CUST07115,49,41230,8,691,Electronics,22,1,0
CUST07116,37,113301,34,460,Furniture,14,5,0
CUST07117,45,166974,37,754,Electronics,17,4,0
CUST07118,50,96758,34,410,Furniture,38,3,0
CUST07119,21,57050,32,358,Clothing,34,2,0
CUST07120,63,129805,34,844,Clothing,28,2,0
CUST07121,51,99110,19,328,Clothing,19,5,0
CUST07122,65,132033,1,484,Electronics,41,1,0
CUST07123,20,106693,25,523,Electronics,14,4,0
CUST07124,43,152428,12,656,Automobile,31,3,0
CUST07125,25,49575,29,791,Automobile,11,3,0
CUST07126,23,70244,31,413,Furniture,47,3,1
CUST07127,33,44962,35,677,Electronics,11,2,1
CUST07128,41,130695,18,584,Clothing,24,4,1
CUST07129,65,120388,21,396,Clothing,33,5,0
CUST07130,56,107332,0,423,Clothing,7,2,1
CUST07131,47,185522,10,455,Furniture,23,1,0
CUST07132,62,157386,25,409,Electronics,44,4,0
CUST07133,30,75037,18,352,Furniture,0,1,0
CUST07134,22,142666,18,473,Healthcare,24,3,0
CUST07135,42,157048,11,613,Healthcare,33,2,1
CUST07136,37,113040,2,689,Automobile,13,4,1
CUST07137,35,141264,17,344,Electronics,35,2,1
CUST07138,64,191113,4,416,Clothing,5,4,0
CUST07139,35,40715,23,421,Electronics,44,3,1
CUST07140,19,182875,13,781,Automobile,8,4,0
CUST07141,27,91726,37,469,Clothing,47,3,0
CUST07142,62,162980,2,699,Furniture,0,2,0
CUST07143,67,148208,5,799,Clothing,8,2,0
CUST07144,64,198147,11,373,Healthcare,23,2,0
CUST07145,29,83648,10,448,Furniture,38,3,0
CUST07146,64,51134,38,836,Clothing,17,1,0
CUST07147,30,86143,25,360,Furniture,47,1,1
CUST07148,67,99123,0,353,Healthcare,38,4,1
CUST07149,64,163485,15,522,Healthcare,17,2,0
CUST07150,28,183627,8,772,Electronics,40,1,1
CUST07151,36,172024,4,615,Healthcare,27,5,1
CUST07152,52,151657,7,469,Healthcare,1,2,0
CUST07153,56,96686,20,331,Healthcare,36,5,1
CUST07154,43,142841,32,352,Automobile,40,1,1
CUST07155,63,62264,38,438,Healthcare,35,3,1
CUST07156,31,139885,19,673,Electronics,47,5,0
CUST07157,62,170880,21,346,Furniture,23,5,0
CUST07158,61,82330,12,389,Automobile,34,2,0
CUST07159,41,144672,38,335,Furniture,5,4,1
CUST07160,58,68345,10,524,Furniture,16,3,1
CUST07161,18,69222,17,568,Electronics,29,2,0
CUST07162,68,87755,29,485,Automobile,7,2,1
CUST07163,60,38933,32,670,Clothing,41,1,0
CUST07164,39,98207,2,534,Healthcare,9,4,0
CUST07165,40,134691,0,421,Furniture,15,4,0
CUST07166,36,135137,35,723,Furniture,37,3,1
CUST07167,35,182955,5,688,Electronics,25,3,0
CUST07168,29,128818,36,416,Electronics,30,4,1
CUST07169,45,128510,28,765,Electronics,7,5,0
CUST07170,45,129251,10,728,Automobile,34,5,0
CUST07171,50,176452,12,741,Healthcare,33,2,1
CUST07172,36,48212,10,338,Automobile,9,4,0
CUST07173,45,58174,37,461,Electronics,39,2,0
CUST07174,69,167933,24,825,Electronics,43,5,0
CUST07175,66,167166,14,465,Furniture,11,3,0
CUST07176,54,134649,12,744,Automobile,40,4,0
CUST07177,43,81319,32,742,Automobile,26,1,0
CUST07178,52,185435,12,630,Healthcare,18,2,0
CUST07179,51,117846,37,634,Automobile,25,4,1
CUST07180,52,84808,23,411,Healthcare,14,1,0
CUST07181,57,167015,19,438,Clothing,30,2,1
CUST07182,33,72616,16,465,Healthcare,45,5,0
CUST07183,55,104329,23,713,Electronics,36,2,1
CUST07184,30,186359,25,468,Clothing,17,3,0
CUST07185,40,157957,39,423,Furniture,28,2,0
CUST07186,39,195043,31,849,Furniture,43,2,1
CUST07187,33,86152,28,397,Furniture,26,4,0
CUST07188,45,72351,13,359,Electronics,37,4,0
CUST07189,65,152377,36,318,Furniture,19,5,1
CUST07190,52,90616,21,423,Healthcare,20,3,0
CUST07191,62,184969,33,525,Electronics,28,3,1
CUST07192,63,53010,26,623,Automobile,42,5,0
CUST07193,25,151822,27,316,Electronics,14,1,0
CUST07194,61,181186,21,379,Electronics,21,2,1
CUST07195,39,49050,2,755,Automobile,22,4,0
CUST07196,38,51125,21,840,Healthcare,3,5,0
CUST07197,43,181468,20,677,Clothing,23,5,0
CUST07198,57,122661,15,490,Automobile,13,4,0
CUST07199,38,118116,8,790,Electronics,36,4,0
CUST07200,42,149233,12,704,Furniture,20,1,0
CUST07201,58,184646,9,571,Automobile,42,3,1
CUST07202,18,120155,20,729,Automobile,38,4,0
CUST07203,23,159843,39,819,Clothing,12,5,1
CUST07204,40,43869,6,683,Electronics,18,2,0
CUST07205,68,92167,21,491,Furniture,25,1,0
CUST07206,40,173194,17,734,Furniture,35,2,0
CUST07207,60,174407,20,362,Clothing,43,2,1
CUST07208,60,93576,13,515,Furniture,45,3,0
CUST07209,40,51677,9,433,Healthcare,32,2,1
CUST07210,49,189295,32,460,Automobile,39,5,1
CUST07211,47,190886,8,557,Automobile,15,5,1
CUST07212,30,155662,17,724,Furniture,18,4,0
CUST07213,60,106794,12,827,Furniture,36,3,0
CUST07214,35,105675,16,657,Furniture,13,4,1
CUST07215,40,72325,22,674,Automobile,43,2,1
CUST07216,32,70503,24,308,Furniture,43,5,0
CUST07217,50,49514,15,496,Healthcare,29,4,1
CUST07218,38,86196,23,416,Healthcare,30,5,1
CUST07219,56,181989,30,309,Automobile,19,4,1
CUST07220,40,124633,10,818,Electronics,43,1,0
CUST07221,44,113324,22,648,Electronics,42,3,1
CUST07222,62,186133,38,703,Electronics,46,4,0
CUST07223,61,171019,21,303,Healthcare,6,2,1
CUST07224,35,115550,32,627,Clothing,41,5,0
CUST07225,41,110331,17,811,Electronics,36,5,0
CUST07226,68,193704,13,429,Clothing,46,3,1
CUST07227,64,180424,27,783,Automobile,1,3,0
CUST07228,57,53653,10,657,Healthcare,21,1,1
CUST07229,68,127294,23,684,Electronics,12,4,1
CUST07230,59,73755,35,553,Healthcare,45,1,0
CUST07231,24,134296,18,466,Automobile,37,4,1
CUST07232,67,128354,12,768,Healthcare,30,4,1
CUST07233,65,101988,32,792,Furniture,0,3,0
CUST07234,37,67921,18,637,Electronics,46,3,0
CUST07235,44,76668,31,350,Healthcare,42,4,1
CUST07236,23,85175,14,355,Healthcare,12,3,0
CUST07237,44,83452,10,372,Healthcare,16,4,0
CUST07238,26,76149,22,351,Automobile,3,3,1
CUST07239,62,45839,4,424,Electronics,42,2,0
CUST07240,48,32155,21,561,Electronics,30,4,0
CUST07241,38,168091,17,847,Furniture,32,5,0
CUST07242,43,84512,6,820,Furniture,13,2,0
CUST07243,57,116150,32,629,Healthcare,20,1,0
CUST07244,65,156041,2,622,Electronics,21,3,0
CUST07245,62,56190,27,540,Electronics,4,1,0
CUST07246,30,40928,0,584,Healthcare,36,5,1
CUST07247,66,78425,36,563,Clothing,31,3,0
CUST07248,40,104134,21,598,Electronics,2,1,0
CUST07249,37,139875,18,504,Healthcare,40,2,0
CUST07250,54,154264,13,590,Healthcare,12,1,1
CUST07251,45,140191,2,510,Clothing,10,3,1
CUST07252,34,133716,18,665,Furniture,49,2,0
CUST07253,45,198749,32,763,Healthcare,41,5,1
CUST07254,58,86321,20,621,Electronics,37,1,0
CUST07255,19,143782,0,657,Furniture,23,4,0
CUST07256,42,139398,25,393,Furniture,8,3,0
CUST07257,67,88973,9,468,Furniture,12,4,0
CUST07258,58,82414,34,596,Healthcare,21,4,0
CUST07259,23,186674,12,815,Electronics,17,1,0
CUST07260,28,59692,5,397,Clothing,9,4,0
CUST07261,55,135958,5,649,Automobile,46,2,1
CUST07262,23,78750,34,700,Automobile,11,5,1
CUST07263,62,182832,15,750,Furniture,29,5,1
CUST07264,28,98456,7,774,Automobile,46,4,0
CUST07265,31,54085,2,718,Automobile,45,3,1
CUST07266,19,52925,4,303,Healthcare,18,4,0
CUST07267,57,35615,20,623,Clothing,18,3,0
CUST07268,20,67083,30,668,Automobile,9,5,0
CUST07269,52,140764,13,694,Clothing,0,2,1
CUST07270,50,39605,36,418,Automobile,6,3,0
CUST07271,41,141093,18,489,Furniture,10,5,0
CUST07272,36,74608,36,715,Furniture,3,1,0
CUST07273,35,158788,19,405,Clothing,35,4,1
CUST07274,66,49192,1,464,Clothing,20,3,1
CUST07275,69,164403,6,645,Clothing,21,2,1
CUST07276,41,81330,32,397,Clothing,9,4,0
CUST07277,62,79949,5,785,Electronics,22,5,0
CUST07278,52,98382,6,630,Furniture,4,5,1
CUST07279,18,129233,17,669,Automobile,47,5,0
CUST07280,53,198658,28,741,Electronics,11,3,1
CUST07281,42,82243,18,419,Clothing,29,1,1
CUST07282,62,130566,24,598,Automobile,32,1,0
CUST07283,66,88618,3,442,Furniture,36,5,0
CUST07284,60,168621,12,392,Clothing,17,4,0
CUST07285,51,148168,31,596,Healthcare,3,2,1
CUST07286,42,82494,26,746,Clothing,26,4,0
CUST07287,33,53958,33,779,Automobile,46,3,0
CUST07288,51,137960,27,557,Furniture,22,1,0
CUST07289,46,132478,8,821,Clothing,5,2,1
CUST07290,36,198610,7,674,Furniture,6,5,0
CUST07291,40,35833,20,726,Electronics,18,5,0
CUST07292,36,184458,29,400,Healthcare,45,3,1
CUST07293,42,129341,28,543,Electronics,14,3,0
CUST07294,33,124240,8,322,Healthcare,47,3,0
CUST07295,68,137955,12,653,Electronics,21,3,1
CUST07296,26,185904,17,765,Furniture,31,5,0
CUST07297,18,193479,37,524,Furniture,14,5,0
CUST07298,59,34073,21,743,Electronics,5,3,1
CUST07299,36,47667,30,568,Automobile,5,5,1
CUST07300,50,177107,34,832,Electronics,5,3,0
CUST07301,51,36732,9,613,Clothing,11,2,0
CUST07302,33,85097,8,419,Automobile,1,3,0
CUST07303,61,33487,30,780,Furniture,24,3,0
CUST07304,57,87702,39,419,Electronics,3,2,0
CUST07305,35,124961,23,435,Automobile,5,1,1
CUST07306,51,115107,7,376,Clothing,41,4,1
CUST07307,42,190147,19,653,Healthcare,36,3,1
CUST07308,62,137721,16,357,Furniture,37,2,1
CUST07309,23,101031,27,385,Automobile,13,2,1
CUST07310,38,114217,5,300,Automobile,46,5,1
CUST07311,23,44781,32,376,Automobile,18,3,1
CUST07312,49,69865,27,821,Electronics,6,2,0
CUST07313,58,38469,0,743,Furniture,17,1,0
CUST07314,65,75167,34,447,Furniture,43,1,0
CUST07315,60,49928,23,824,Electronics,7,4,1
CUST07316,56,69599,5,485,Electronics,27,5,0
CUST07317,48,177847,6,821,Electronics,20,5,1
CUST07318,59,96504,8,461,Clothing,34,5,0
CUST07319,27,100687,36,589,Automobile,46,3,0
CUST07320,47,187876,15,720,Clothing,9,1,1
CUST07321,69,139122,33,495,Furniture,27,3,0
CUST07322,35,193331,34,333,Electronics,18,2,1
CUST07323,41,116284,34,707,Automobile,43,4,0
CUST07324,69,115227,19,596,Healthcare,34,4,0
CUST07325,26,127556,22,836,Automobile,27,3,1
CUST07326,48,73560,34,335,Healthcare,45,4,1
CUST07327,32,57256,22,563,Automobile,48,3,1
CUST07328,21,36125,3,681,Electronics,2,5,0
CUST07329,57,34370,9,413,Healthcare,38,2,1
CUST07330,26,34838,10,742,Healthcare,26,5,0
CUST07331,62,144479,39,462,Furniture,16,4,0
CUST07332,26,87429,8,337,Automobile,14,2,1
CUST07333,43,164206,39,391,Clothing,41,1,0
CUST07334,21,73199,11,400,Clothing,38,3,0
CUST07335,34,107092,16,806,Furniture,21,2,0
CUST07336,33,154925,31,478,Furniture,19,3,1
CUST07337,32,194894,22,583,Furniture,26,2,0
CUST07338,52,50113,14,654,Electronics,34,4,1
CUST07339,69,126102,27,596,Electronics,46,5,0
CUST07340,22,32669,37,834,Electronics,4,4,1
CUST07341,22,174010,4,787,Electronics,1,1,1
CUST07342,37,166789,39,578,Furniture,40,4,0
CUST07343,32,107818,17,843,Furniture,49,2,1
CUST07344,35,109737,20,654,Electronics,44,1,0
CUST07345,64,177361,14,618,Electronics,19,2,0
CUST07346,19,54406,2,494,Healthcare,6,5,0
CUST07347,46,42873,25,392,Automobile,35,3,0
CUST07348,30,155812,14,732,Healthcare,7,5,1
CUST07349,21,112048,19,326,Automobile,26,5,1
CUST07350,59,53461,20,714,Electronics,5,5,0
CUST07351,62,181782,25,461,Electronics,23,2,1
CUST07352,27,43448,22,400,Electronics,35,3,0
CUST07353,48,45198,24,772,Healthcare,4,2,0
CUST07354,58,103158,3,457,Furniture,19,1,0
CUST07355,25,196033,9,791,Automobile,19,2,0
CUST07356,20,95470,21,308,Healthcare,40,5,0
CUST07357,65,50739,2,511,Electronics,39,4,0
CUST07358,63,114054,18,738,Furniture,33,4,0
CUST07359,26,88186,30,410,Healthcare,38,2,1
CUST07360,47,56547,8,502,Automobile,49,5,1
CUST07361,28,124472,28,364,Electronics,9,5,0
CUST07362,52,115823,36,460,Automobile,2,4,0
CUST07363,54,136887,6,713,Electronics,48,3,0
CUST07364,59,186548,37,565,Electronics,33,3,0
CUST07365,30,40686,23,504,Clothing,34,5,0
CUST07366,53,178608,7,455,Automobile,36,1,1
CUST07367,30,64062,33,472,Furniture,44,1,0
CUST07368,29,78216,25,607,Electronics,44,1,1
CUST07369,54,186113,27,749,Furniture,37,1,1
CUST07370,27,61653,27,361,Healthcare,45,1,0
CUST07371,26,51673,6,672,Electronics,22,4,0
CUST07372,69,171439,2,759,Electronics,36,5,1
CUST07373,24,49629,21,774,Electronics,20,2,0
CUST07374,19,150756,37,680,Furniture,26,4,0
CUST07375,40,141641,17,385,Clothing,0,4,1
CUST07376,56,55063,11,442,Automobile,8,5,1
CUST07377,57,49322,30,306,Electronics,2,3,0
CUST07378,56,42693,38,594,Automobile,37,4,0
CUST07379,38,170313,4,818,Automobile,35,4,0
CUST07380,40,190850,28,825,Automobile,33,2,1
CUST07381,46,132379,35,333,Furniture,29,1,0
CUST07382,31,42651,13,628,Automobile,30,4,0
CUST07383,43,187038,17,333,Healthcare,29,1,0
CUST07384,68,39275,6,705,Furniture,15,5,0
CUST07385,22,75606,22,317,Furniture,28,4,1
CUST07386,48,31658,32,729,Healthcare,5,2,1
CUST07387,42,102468,15,727,Clothing,13,2,1
CUST07388,48,175320,36,592,Clothing,9,5,0
CUST07389,67,185509,24,379,Electronics,23,1,1
CUST07390,37,179273,8,385,Clothing,35,3,0
CUST07391,61,71150,27,347,Electronics,23,5,0
CUST07392,34,44999,8,383,Automobile,6,3,1
CUST07393,62,36376,11,607,Electronics,48,2,0
CUST07394,19,81673,17,551,Clothing,36,2,0
CUST07395,42,33476,26,780,Electronics,45,4,1
CUST07396,30,99902,25,479,Furniture,47,2,0
CUST07397,56,121269,25,609,Clothing,39,1,0
CUST07398,45,128331,9,725,Electronics,47,2,0
CUST07399,59,181687,16,785,Clothing,37,4,0
CUST07400,23,41164,31,338,Healthcare,24,5,0
CUST07401,20,69316,23,578,Clothing,42,4,1
CUST07402,52,190631,7,675,Healthcare,33,5,0
CUST07403,35,92968,29,340,Electronics,0,4,1
CUST07404,28,170119,25,346,Healthcare,27,2,0
CUST07405,37,167649,23,783,Clothing,40,3,1
CUST07406,22,164942,26,484,Furniture,28,1,0
CUST07407,36,64094,14,371,Healthcare,31,3,1
CUST07408,39,85329,27,641,Clothing,4,1,0
CUST07409,36,170289,10,542,Furniture,33,2,1
CUST07410,64,113138,38,627,Automobile,45,4,0
CUST07411,33,96141,1,452,Healthcare,25,4,0
CUST07412,41,183415,8,554,Healthcare,12,5,0
CUST07413,58,158307,22,723,Electronics,11,3,1
